location,other_location_details,size,bedrooms,bathrooms,price,property_type,purchase_type,source,beds,baths,toilets
Nyali Area,Nyali,2400.0,5.0,5.0,118000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,4.0,2.0,26000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,2.0,2.0,63000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,32500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitisuru,Westlands,2400.0,5.0,5.0,120000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Loresho Crescent,"Loresho, Westlands",2400.0,5.0,5.0,150000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,5.0,84000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,6.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitengela,Kitengela,4000.0,3.0,3.0,6300000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kamangu,Kamangu,5000.0,4.0,5.0,21000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Thika Road,Thika Road,2400.0,4.0,4.0,38000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,5.0,5.0,56000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kirawa road,"Kitisuru, Westlands",2400.0,4.0,5.0,45000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,33000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Rhapta Road,Westlands,2400.0,5.0,5.0,31000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,6.0,150000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Mtwapa,Mtwapa,2400.0,3.0,4.0,54000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,3.0,3.0,60000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,3.0,3.0,105666000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,5.0,5.0,420000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,6.0,4.0,55000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,8.0,8.0,73000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
502,"Kiambu road, Kiambu Road",2400.0,4.0,5.0,25000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Rosslyn,Westlands,2400.0,5.0,6.0,100000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Acacia,Kitengela,5000.0,3.0,3.0,6500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kaputei Gardens,"Lavington Green, Lavington",2400.0,4.0,4.0,62000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Syokimau,Syokimau,2400.0,4.0,4.0,18000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kirawa Rd,"Kitisuru, Westlands",2400.0,4.0,5.0,28000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ruiru,Ruiru,2400.0,4.0,4.0,15000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,6.0,6.0,50000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nakuru,Nakuru,2400.0,3.0,3.0,5790000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Malindi,Malindi,2400.0,3.0,3.0,38000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,2.0,2.0,16500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,6.0,6.0,100000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Riverside,Westlands,2400.0,5.0,4.0,47000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Joska,Kamulu Joska Malaa,2400.0,4.0,4.0,10000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
0712J,"Juja Mirimaini, Juja",3600.0,3.0,4.0,9500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,6.0,60000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,4.0,2.0,45000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,6.0,99000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitisuru,Westlands,2400.0,5.0,5.0,125000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Garden Estate,Roysambu,2400.0,5.0,6.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,55000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,30000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
23,"kamiti corner, Tatu City, Ruiru",2400.0,4.0,4.0,28000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Thigiri,Westlands,2400.0,7.0,7.0,250000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Westlands Area,Westlands,2400.0,3.0,2.0,35000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,4.0,80000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kibiko,Ngong,2400.0,4.0,3.0,9500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kenyatta Road,Kenyatta Road,2400.0,3.0,3.0,7800000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Z,",, Runda, Westlands",2400.0,4.0,5.0,25000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitisuru,Westlands,2400.0,4.0,5.0,45000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,5.0,68000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,4.0,5.0,40000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
0711J,"Lavington Estate, Lavington",4800.0,4.0,4.0,80000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Masai lodge road,Ongata Rongai,2400.0,4.0,4.0,18500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,5.0,60000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Watamu,Watamu,2400.0,5.0,5.0,65000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Evergreen,"Runda, Westlands",2400.0,4.0,3.0,68000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Weigh bridge Mtwapa,Mtwapa,2400.0,3.0,3.0,8500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiriwa road,"Kitisuru, Westlands",2400.0,6.0,5.0,47000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,6.0,70000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Eastern ByPass,Ruiru,2400.0,4.0,4.0,14200000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Mombasa,"Nyali Area, Nyali",3800.0,5.0,5.0,48000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Mombasa,"Nyali Area, Nyali",3500.0,4.0,4.0,37500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,5.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Shanzu Go khart,Shanzu,1400.0,2.0,2.0,6500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Eastern ByPass,Ruiru,2400.0,4.0,5.0,13600000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitisuru,Westlands,2400.0,5.0,2.0,130000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Vipingo,Vipingo,2400.0,4.0,4.0,65000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Vipingo,Vipingo,2400.0,3.0,3.0,20000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,4.0,80000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Njathaini road,"Runda, Westlands",2400.0,4.0,5.0,25000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kilimani,Kilimani,2400.0,3.0,2.0,36000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
34,"Runda paradise, Runda, Westlands",2400.0,4.0,4.0,37000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Diani,Diani,2400.0,3.0,2.0,194000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,6.0,5.0,140000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Diani,Diani,2400.0,4.0,4.0,31000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Garden Estate,Ridgeways,2400.0,5.0,5.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,6.0,105000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,6.0,330000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Mombasa,"Nyali Area, Nyali",2400.0,4.0,4.0,40000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,5.0,80000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,6.0,6.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,5.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Mukoma area,Karen,2400.0,5.0,5.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,4.0,68000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Gitanga Road,Lavington,2400.0,3.0,3.0,26000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ridgeways,Ridgeways,2400.0,5.0,6.0,65000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Muthangari area,Lavington,2400.0,5.0,6.0,65000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Gigiri,Westlands,2400.0,5.0,4.0,120000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,5.0,53000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,6.0,6.0,100000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,4.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kenyatta Road,Kenyatta Road,2400.0,3.0,4.0,9250000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyali Area,Nyali,2400.0,5.0,6.0,70000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
SYOKIMAU,Syokimau,2400.0,3.0,3.0,6800000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
MATANGI,Ruiru,2400.0,4.0,4.0,16000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitengela,Kitengela,2400.0,3.0,3.0,7000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,4000.0,5.0,5.0,80000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyali beach road,"Beach road, Nyali Area, Nyali",2800.0,3.0,3.0,28000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Gigiri,Westlands,2400.0,5.0,5.0,125000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Eastern ByPass,Ruiru,2400.0,4.0,3.0,13600000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,4.0,40000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitisuru,Westlands,2400.0,4.0,4.0,38000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,2.0,55000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,5.0,200000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,4.0,5.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Mtwapa,Mtwapa township,2000.0,3.0,3.0,8500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kyuna,Westlands,2400.0,4.0,4.0,58000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Mombasa Island,Mombasa Island,2400.0,5.0,3.0,48000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
0708J,"Kileleshwa Estate., Kileleshwa",3600.0,4.0,5.0,30000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ruiru,Ruiru,2400.0,3.0,4.0,10500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ruiru,Ruiru,2400.0,3.0,2.0,9500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu road,"Runda, Westlands",2400.0,4.0,5.0,62000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Spring Valley,Westlands,2400.0,5.0,6.0,70000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Plainsview,South B,2400.0,4.0,3.0,17000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,Karen,2400.0,5.0,5.0,99000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,Karen,2400.0,5.0,5.0,270000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,4.0,4.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,4.0,4.0,130000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,5.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ridgeways,Ridgeways,2400.0,4.0,5.0,100000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,5.0,110000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Embakasi,Embakasi,2400.0,3.0,3.0,12600000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,5.0,5.0,38000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,10.0,10.0,145000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kyuna,Westlands,2400.0,5.0,4.0,100000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Diani beach road,Diani,2400.0,3.0,4.0,19990000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,Lavington,2400.0,6.0,6.0,90000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,4.0,26000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu road,Kiambu Road,2400.0,4.0,5.0,32000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,4.0,4.0,145000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,4.0,2.0,42000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,4.0,62000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,2.0,2.0,68000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitisuru,Westlands,2400.0,7.0,10.0,705000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,7.0,8.0,300000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Thome,Roysambu,2400.0,5.0,6.0,100000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitengela,Kitengela,2400.0,3.0,2.0,6500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyali,Nyali Area,5540.0,5.0,7.0,37000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen Road,Karen,2400.0,3.0,3.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitengela,Kitengela,2400.0,4.0,3.0,8000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Hillcrest road,Karen,2400.0,10.0,10.0,155000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,"mukoma road, Karen",2400.0,4.0,4.0,60000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ruiru,Ruiru,2400.0,5.0,5.0,18000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,3500.0,4.0,5.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Loresho,Westlands,3500.0,4.0,5.0,70000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,5.0,36000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,5.0,330000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,5.0,250000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,5.0,90000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Spring Valley,Westlands,2400.0,5.0,5.0,90000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,"miotoni road, Karen",2400.0,9.0,10.0,450000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Hardy,Karen,2400.0,5.0,5.0,165000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Shopping centre,Karen,2400.0,5.0,5.0,290000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,"Daggorett road, Karen",2400.0,4.0,4.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,4.0,4.0,90000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,"Kifaru road, Karen",2400.0,4.0,4.0,95000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,Karen,2400.0,7.0,8.0,180000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ridgeways,Ridgeways,4000.0,4.0,4.0,70000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Matangi road,"Ruiru matangi, Kamakis, Ruiru",2400.0,3.0,4.0,7500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
ruiru,"Kamakis, Ruiru",2400.0,3.0,4.0,6500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Greenspot road,"Kamakis, Ruiru",2400.0,4.0,3.0,15000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kyuna,Westlands,2400.0,4.0,3.0,80000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
ruiru,Ruiru,2400.0,4.0,3.0,8000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
mukoma road,Karen,2400.0,4.0,5.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kalimoni,Juja,2400.0,3.0,3.0,8750000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,38000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
RUNDA,"Runda, Westlands",2400.0,5.0,6.0,150000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ridgeways,Ridgeways,2400.0,7.0,7.0,110000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Muthangari,Lavington,2400.0,4.0,5.0,78000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
ng'undu,"Joska, Kamulu Joska Malaa",2400.0,3.0,3.0,6950000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
O,Lavington,2400.0,4.0,4.0,68000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ngong,Ngong,2400.0,3.0,2.0,10500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,5.0,70000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kikambala,Kikambala,2400.0,2.0,4.0,18000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,6.0,155000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Maji Mazuri,Lavington,2400.0,4.0,5.0,145000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,24500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,5.0,125000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,2.0,90000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Mzima Springs,Lavington,2400.0,4.0,5.0,130000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Namanga Road,Kitengela,2400.0,3.0,3.0,6500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
PHASE 5,Buruburu,2400.0,4.0,2.0,13000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,6.0,6.0,90000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
thangira,"kenol, Murang'a County",2400.0,3.0,2.0,25000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Gikambura,Kikuyu,2400.0,4.0,5.0,16500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Garden Estate Road,"Garden Estate, Roysambu",2400.0,4.0,5.0,55000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kimunyu,Kenyatta Road,2400.0,3.0,3.0,5950000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,6.0,130000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ruiru,Ruiru,2400.0,4.0,5.0,16000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kilifi,Kilifi,2400.0,3.0,3.0,8500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,4.0,3.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,5.0,2.0,130000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
enkasiti,Kitengela,2400.0,4.0,4.0,13200000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,3.0,2.0,63000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
galaxy resort,Kitengela,2400.0,6.0,2.0,31000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Malindi,Malindi,2400.0,3.0,3.0,105000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Malindi,Malindi,2400.0,4.0,4.0,50000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Bamburi,Bamburi,2400.0,6.0,4.0,39000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Green,"Njathaini road, Runda, Westlands",2400.0,4.0,5.0,35000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kalimoni,"Juja, Ruiru",2400.0,3.0,3.0,7500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,4.0,88000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kikuyu Town,Kikuyu,2400.0,3.0,3.0,9500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
South C,South C,2400.0,4.0,3.0,24000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Miotoni West Road,Karen,2400.0,5.0,4.0,245403755.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Five Star Meadows,Kiambu Road,2400.0,4.0,4.0,41000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Bofa Road,Kilifi,2400.0,3.0,2.0,283050000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,3.0,65000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kiambu Road,Kiambu Road,2400.0,4.0,3.0,158500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitengela,Kitengela,2400.0,2.0,2.0,55000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Runda,Westlands,2400.0,4.0,4.0,32500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
502,"Bomas, Karen",2400.0,5.0,6.0,130000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
precious court,"Membley, Ruiru",2400.0,6.0,4.0,32000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
tena estate,Jogoo Road,2400.0,5.0,3.0,40000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,6.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Naivas Bamburi,Bamburi,2400.0,3.0,2.0,4000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Karen,Karen,2400.0,5.0,6.0,90000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Nyari,Westlands,2400.0,4.0,5.0,130000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,6.0,6.0,73600000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Off peponi road,"Spring Valley, Westlands",2400.0,5.0,5.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Miotoni Karen,Karen,2400.0,5.0,6.0,77700000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,4.0,5.0,65000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ngong,Ngong,2400.0,3.0,4.0,6100000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ngong,Ngong,2400.0,4.0,5.0,14500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ngong,Ngong,2400.0,3.0,4.0,7500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ngong,Ngong,2400.0,4.0,5.0,24500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Ngong,Ngong,2400.0,3.0,4.0,8500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
James Gichuru Road,Lavington,2400.0,5.0,5.0,75000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Muthaiga,Muthaiga,2400.0,6.0,6.0,300000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Loresho,Westlands,2400.0,5.0,5.0,150000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
PQ9,"Gitanga Rd, Lavington",2400.0,4.0,6.0,85000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Langata,Langata,2400.0,4.0,4.0,39500000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Lavington,Lavington,2400.0,5.0,5.0,125000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
0626J,"Lavington Estate, Lavington",1711.0,4.0,4.0,26000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kileleshwa,Kileleshwa,2400.0,5.0,4.0,45000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Kitengela,Kitengela,2400.0,4.0,2.0,11000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
0625J,"Kirawa Road, Kitisuru, Westlands",2000.0,4.0,4.0,45000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
Donholm,Donholm,2400.0,2.0,2.0,14000000.0,House,Sale,buyrentkenya,2.0,2.0,2.0
